year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2022,7,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",85.00,25.00,14.11,1.00,6.58,0.00,3.32,1.00,1.00,1316.00,934.00,32.00,195.00,0.00,155.00
2022,7,F9,Frontier Airlines,HOU,"Houston, TX: William P Hobby",36.00,16.00,5.58,0.00,8.61,0.00,1.81,1.00,0.00,870.00,397.00,0.00,395.00,0.00,78.00
2022,7,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",45.00,7.00,1.56,0.48,2.37,0.00,2.60,0.00,0.00,385.00,102.00,10.00,106.00,0.00,167.00
2022,7,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",10.00,4.00,0.45,0.53,1.20,0.00,1.82,0.00,0.00,220.00,32.00,8.00,28.00,0.00,152.00
2022,7,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",4130.00,1092.00,370.07,21.43,115.17,4.67,580.66,34.00,4.00,60105.00,17615.00,1567.00,4387.00,276.00,36260.00
2022,7,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",183.00,59.00,26.52,0.94,7.99,0.00,23.55,4.00,1.00,5779.00,2219.00,61.00,369.00,0.00,3130.00
2022,6,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3911.00,938.00,342.13,11.94,81.91,2.89,499.13,25.00,3.00,45734.00,14754.00,930.00,3349.00,142.00,26559.00
2022,6,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",186.00,46.00,28.01,2.62,3.92,0.00,11.44,8.00,0.00,4921.00,2858.00,837.00,156.00,0.00,1070.00
2022,6,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",89.00,20.00,15.63,1.00,0.58,0.00,2.79,0.00,0.00,1372.00,1128.00,31.00,38.00,0.00,175.00
2022,6,F9,Frontier Airlines,HOU,"Houston, TX: William P Hobby",34.00,14.00,4.98,0.00,7.11,0.00,1.92,0.00,0.00,598.00,223.00,0.00,253.00,0.00,122.00
2022,6,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",42.00,14.00,2.83,0.00,5.66,0.00,5.51,1.00,0.00,548.00,88.00,0.00,255.00,0.00,205.00
2022,6,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby",13.00,2.00,0.61,0.00,1.39,0.00,0.00,0.00,0.00,44.00,14.00,0.00,30.00,0.00,0.00
2022,5,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",93.00,9.00,4.84,1.00,1.43,0.00,1.73,1.00,0.00,490.00,272.00,16.00,56.00,0.00,146.00
2022,5,F9,Frontier Airlines,HOU,"Houston, TX: William P Hobby",5.00,1.00,0.55,0.00,0.45,0.00,0.00,1.00,0.00,96.00,53.00,0.00,43.00,0.00,0.00
2022,5,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",40.00,6.00,0.76,0.45,3.97,0.00,0.82,1.00,0.00,263.00,16.00,10.00,211.00,0.00,26.00
2022,5,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",4.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,15.00
2022,5,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3838.00,727.00,250.79,17.15,99.76,5.66,353.65,31.00,4.00,35156.00,11671.00,1346.00,4446.00,202.00,17491.00
2022,5,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",173.00,42.00,16.15,1.80,4.05,0.00,19.99,6.00,1.00,4959.00,1524.00,211.00,357.00,0.00,2867.00
2022,4,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",90.00,13.00,6.14,1.00,1.89,0.00,3.97,1.00,1.00,861.00,574.00,47.00,69.00,0.00,171.00
2022,4,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",59.00,14.00,3.91,0.75,4.33,0.00,5.00,1.00,2.00,752.00,215.00,34.00,292.00,0.00,211.00
2022,4,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",26.00,5.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,265.00,41.00,0.00,0.00,0.00,224.00
2022,4,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3699.00,846.00,293.35,9.41,135.98,1.00,406.26,122.00,22.00,47955.00,15628.00,1136.00,6294.00,24.00,24873.00
2022,4,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",140.00,27.00,10.50,3.40,7.44,0.00,5.66,6.00,0.00,2770.00,498.00,1130.00,630.00,0.00,512.00
2022,3,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",93.00,17.00,10.88,1.50,2.34,0.00,2.29,0.00,0.00,911.00,594.00,137.00,92.00,0.00,88.00
2022,3,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",75.00,20.00,5.15,0.00,5.76,0.00,9.09,6.00,0.00,1641.00,349.00,0.00,222.00,0.00,1070.00
2022,3,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3592.00,987.00,348.71,6.98,177.81,4.58,448.91,80.00,6.00,51793.00,17382.00,614.00,8054.00,164.00,25579.00
2022,3,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",133.00,26.00,8.47,2.27,4.77,0.00,10.49,3.00,0.00,2533.00,1251.00,173.00,267.00,0.00,842.00
2022,2,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",84.00,10.00,5.84,0.00,1.34,0.00,2.82,0.00,0.00,625.00,472.00,0.00,66.00,0.00,87.00
2022,2,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",60.00,13.00,4.00,0.00,6.63,0.00,2.37,3.00,0.00,407.00,98.00,0.00,207.00,0.00,102.00
2022,2,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,2,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3443.00,611.00,251.96,6.27,108.58,4.24,239.96,104.00,3.00,27468.00,10844.00,326.00,3783.00,106.00,12409.00
2022,2,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",102.00,11.00,7.21,0.06,3.02,0.00,0.71,17.00,0.00,739.00,584.00,2.00,137.00,0.00,16.00
2022,1,DL,Delta Air Lines Network,HOU,"Houston, TX: William P Hobby",119.00,6.00,4.93,0.00,0.07,0.00,1.00,2.00,0.00,332.00,301.00,0.00,2.00,0.00,29.00
2022,1,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby",60.00,15.00,3.56,0.00,7.89,0.00,3.55,7.00,0.00,722.00,230.00,0.00,225.00,0.00,267.00
2022,1,WN,Southwest Airlines,HOU,"Houston, TX: William P Hobby",3685.00,575.00,225.75,3.52,86.07,2.53,257.13,139.00,5.00,28307.00,10631.00,279.00,2966.00,335.00,14096.00
2022,1,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",165.00,25.00,15.69,0.33,3.81,0.00,5.17,16.00,1.00,1609.00,859.00,57.00,180.00,0.00,513.00
